12792908999,0.15081,-0.00549,0.091,-0.02123,0.99957,0.00741,0.01892
12992907000,0.12405,0.00148,0.11971,-0.01777,0.99957,0.00386,0.02283
13192906999,0.63979,0.08626,0.22794,-0.03167,0.99726,0.00619,-0.06664
13393907000,0.90212,0.00089,0.01959,-0.0665,0.98643,0.00052,-0.15013
13592912000,1.09178,0.04526,-0.0412,-0.13031,0.98055,-0.00803,-0.14655
13793907000,1.25682,0.03366,-0.02668,-0.1771,0.97934,-0.00988,-0.09714
13993904999,1.1575,0.02954,-0.02989,-0.13818,0.98237,-0.01253,-0.12531
14193915999,1.18742,0.07389,-0.04385,-0.11119,0.98439,-0.01046,-0.13604
14393926000,1.08716,0.12239,-0.04834,-0.09126,0.98239,-0.00834,-0.16283
14593906999,1.15113,0.15432,-0.05878,-0.0935,0.98279,-0.00724,-0.15918
14793907000,1.09405,0.14539,-0.03238,-0.09527,0.98168,-0.00992,-0.1647
14993907999,1.06274,0.1563,-0.0182,-0.09551,0.9812,-0.01102,-0.16732
15193906999,1.06549,0.13332,-0.11244,-0.08932,0.97561,-0.01587,-0.19988
15393907000,1.0553,0.12159,-0.16819,-0.06334,0.97298,-0.01223,-0.22169
15593906999,1.19306,0.07755,-0.19072,-0.07199,0.98016,-0.00732,-0.18455
15793907000,1.2582,0.02121,-0.23331,-0.07572,0.97565,-0.00847,-0.20566
15993944000,1.38467,0.00132,-0.29326,-0.07266,0.97454,-0.00661,-0.21203
16194908000,1.4331,-0.005,-0.31662,-0.07375,0.97398,-0.0063,-0.21419
16393906999,1.47186,-0.00702,-0.33901,-0.06736,0.97363,-0.00517,-0.21791
16593907999,1.51275,-0.01945,-0.3226,-0.07397,0.97475,-0.00544,-0.21062
16793907999,1.53172,-0.04757,-0.2655,-0.08698,0.9772,-0.00637,-0.19359
16993908000,1.51849,-0.04319,-0.26945,-0.06112,0.97758,-0.00186,-0.2015
17194908000,1.48786,-0.0228,-0.29004,-0.03306,0.97575,0.00283,-0.21635
17394906999,1.53306,-0.06525,-0.25903,-0.04617,0.97857,0.00095,-0.20069
17594906999,1.5606,-0.09814,-0.20783,-0.07329,0.98163,-0.00183,-0.17616
17794906999,1.49146,-0.05242,-0.24882,-0.0171,0.97772,0.00753,-0.2091
17994907000,1.53538,-0.08663,-0.20138,-0.02463,0.98102,0.00561,-0.19225
18194908999,1.55958,-0.08441,-0.15713,-0.03281,0.98317,0.00469,-0.17968
18394906999,1.51806,-0.05984,-0.17753,-0.01895,0.98032,0.00802,-0.19636
18595907000,1.55634,-0.1032,-0.12004,-0.05239,0.98335,0.00202,-0.174
18795906999,1.64823,-0.09988,-0.05397,-0.07118,0.98655,0.00174,-0.14717
18995906999,1.60988,-0.09296,-0.04193,-0.07878,0.98582,0.0013,-0.14817
19195907999,1.6074,-0.12574,-0.0493,-0.08118,0.98539,0.00084,-0.1497
19395907000,1.61775,-0.12773,-0.05099,-0.08032,0.9858,0.00132,-0.14744
19595907000,1.66408,-0.14052,-0.0671,-0.07553,0.98582,0.00144,-0.14986
19795937999,1.73461,-0.15429,-0.09048,-0.06662,0.98593,0.00197,-0.15329
19995954000,1.79035,-0.1429,-0.1012,-0.06058,0.98606,0.00292,-0.15496
20196906999,1.86454,-0.13214,-0.13172,-0.0507,0.98491,0.00429,-0.16544
20395906000,1.88576,-0.11194,-0.1201,-0.0397,0.9871,0.00609,-0.155
20595907000,1.96214,-0.1089,-0.13332,-0.03374,0.98627,0.00707,-0.16151
20795906999,2.04019,-0.12582,-0.16508,-0.0349,0.9841,0.00761,-0.17398
20995906999,2.02794,-0.12442,-0.15557,-0.04497,0.98295,0.00737,-0.17812
21196908000,2.05319,-0.12611,-0.17482,-0.05408,0.98138,0.00558,-0.18421
21395907000,2.18947,-0.13082,-0.20567,-0.04845,0.9795,0.00575,-0.19544
21596907000,2.33196,-0.14393,-0.21552,-0.04838,0.97955,0.00458,-0.19525
21796907000,2.36202,-0.13633,-0.18386,-0.04881,0.97968,0.00636,-0.19443
21996932000,2.45879,-0.15735,-0.19255,-0.05244,0.97894,0.00692,-0.19718
22196943999,2.43425,-0.15147,-0.1518,-0.05711,0.97975,0.00734,-0.19178
22396906999,2.4782,-0.14895,-0.14946,-0.05658,0.98009,0.00716,-0.19019
22596907000,2.52244,-0.17396,-0.16779,-0.05377,0.98202,0.00623,-0.18087
22796910000,2.66364,-0.17979,-0.18647,-0.03248,0.98237,0.00914,-0.18388
22996936000,2.84048,-0.17595,-0.12432,-0.0208,0.98716,0.01059,-0.15804
23196957999,2.9547,-0.18914,-0.1053,-0.02304,0.98817,0.01008,-0.15126
23397907000,3.0197,-0.19823,-0.04917,-0.02824,0.98916,0.01017,-0.14372
23597906999,3.1151,-0.22179,-0.03649,-0.03252,0.9891,0.01001,-0.14327
23797906999,3.084,-0.20911,0.10879,-0.04768,0.99221,0.00811,-0.11484
23997907000,3.02384,-0.1961,0.17018,-0.05798,0.99091,0.00805,-0.12115
24197907000,3.16253,-0.24535,0.13055,-0.0558,0.99014,0.00818,-0.12822
24397907000,3.06137,-0.20608,0.15172,-0.05804,0.99085,0.00832,-0.12157
24598922999,3.17693,-0.2375,0.09155,-0.05728,0.99,0.00868,-0.12865
24798936000,3.13435,-0.2356,0.09525,-0.05771,0.99035,0.00923,-0.12565
24998944999,3.13216,-0.24438,0.07976,-0.05745,0.99021,0.01004,-0.12685
25198957000,3.05789,-0.20782,0.0982,-0.05427,0.99071,0.01053,-0.12425
25398907000,3.08516,-0.24058,0.07583,-0.05533,0.99043,0.0102,-0.12604
25598907000,2.99189,-0.21123,0.10909,-0.05267,0.99118,0.01058,-0.12117
25798906999,2.97203,-0.19379,0.12762,-0.05161,0.99132,0.0104,-0.12043
25998906999,2.9963,-0.1815,0.10372,-0.05156,0.9909,0.01036,-0.12394
26198906999,2.96661,-0.16925,0.12312,-0.05103,0.99128,0.01021,-0.12108
26398907000,2.95294,-0.17088,0.13416,-0.04974,0.99148,0.0109,-0.11988
26598928000,2.97034,-0.18727,0.12897,-0.05106,0.99135,0.01224,-0.12029
26798921000,2.96524,-0.18345,0.12772,-0.05128,0.99154,0.01283,-0.11854
26998906999,2.95675,-0.18467,0.14244,-0.05147,0.99174,0.01253,-0.11682
27198906999,2.96794,-0.2011,0.14417,-0.05285,0.99166,0.01209,-0.11691
27398906000,2.9677,-0.21,0.14727,-0.0557,0.99165,0.01079,-0.11584
27598907000,2.99081,-0.22421,0.15166,-0.05661,0.99161,0.01013,-0.11574
27798906999,3.01097,-0.25698,0.1585,-0.05956,0.9914,0.01012,-0.1161
27998906999,3.03653,-0.26135,0.1614,-0.06253,0.9913,0.01039,-0.11538
28198913000,3.09395,-0.27917,0.15806,-0.06208,0.99118,0.01127,-0.11653
28399906999,3.09129,-0.29804,0.17217,-0.06937,0.99095,0.0109,-0.11443
28599910000,3.11884,-0.32164,0.18086,-0.06994,0.99079,0.01025,-0.11549
28798905999,3.09915,-0.32816,0.19714,-0.07095,0.99086,0.00974,-0.11433
28998906999,3.09855,-0.36649,0.19897,-0.07116,0.99069,0.00958,-0.11563
29198906999,3.09288,-0.38398,0.20832,-0.07292,0.99058,0.01031,-0.11546
29398907000,3.04811,-0.43503,0.15967,-0.09203,0.98756,0.00668,-0.12729
29598908000,2.99841,-0.49408,-0.01743,-0.12643,0.9796,-0.00127,-0.15623
29798906999,2.95793,-0.49122,-0.0331,-0.12554,0.97906,-0.00175,-0.16023
29998906999,2.9643,-0.5078,-0.04946,-0.12529,0.97872,-0.00235,-0.16248
30198909000,2.96622,-0.52122,-0.04161,-0.12546,0.97893,-0.00256,-0.16106
30399906999,2.97643,-0.5351,-0.03102,-0.12623,0.97923,-0.00255,-0.15862
30599909000,2.99354,-0.55245,-0.0263,-0.12675,0.97935,-0.0022,-0.15752
30799918999,3.01271,-0.55894,-0.01428,-0.12792,0.97959,-0.00263,-0.15504
30999907000,3.04922,-0.58114,-0.00993,-0.1291,0.97961,-0.00287,-0.15394
31199909000,3.08717,-0.60905,-0.0246,-0.13076,0.97926,-0.00328,-0.1547
31399907999,3.12945,-0.62188,-0.02857,-0.13196,0.97914,-0.00344,-0.15446
31599907000,3.16721,-0.64836,-0.01408,-0.13239,0.97916,-0.00397,-0.15393
31799914000,3.21409,-0.68062,-0.0008,-0.13483,0.97879,-0.00495,-0.15419
31999908999,3.31469,-0.73358,-0.01789,-0.13555,0.97892,-0.00523,-0.15272
32199917999,3.3386,-0.78395,-0.02404,-0.13753,0.97834,-0.00618,-0.15457
32399931999,3.38913,-0.81243,-0.01672,-0.13944,0.97799,-0.00684,-0.15506
32599949000,3.40683,-0.81671,-0.00076,-0.14062,0.97787,-0.00739,-0.15472
32799906999,3.4455,-0.82701,0.00674,-0.1431,0.97732,-0.00755,-0.1559
32999910999,3.51362,-0.85083,-0.02559,-0.14393,0.97719,-0.0068,-0.15601
33199907000,3.54736,-0.8671,-0.01261,-0.14253,0.9768,-0.00683,-0.15972
33399906000,3.53171,-0.8537,-0.03418,-0.13501,0.97628,-0.00662,-0.16912
33599907000,3.59011,-0.72753,-0.03405,-0.06242,0.97881,0.00604,-0.19492
33799908000,3.60472,-0.70733,-0.02416,-0.05546,0.97982,0.0084,-0.19187
33999907000,3.59204,-0.68536,-0.03501,-0.05351,0.97988,0.00853,-0.19208
34199907000,3.57651,-0.65151,-0.03931,-0.05077,0.98007,0.0085,-0.19188
34399906999,3.59449,-0.63058,-0.05559,-0.04932,0.98012,0.00772,-0.19203
34600909000,3.58189,-0.61271,-0.05665,-0.04957,0.98044,0.00752,-0.19032
34800908999,3.59521,-0.58012,-0.05207,-0.04753,0.98082,0.00809,-0.18886
34999910999,3.61978,-0.57568,-0.07084,-0.04701,0.98101,0.00868,-0.18799
35199907000,3.62964,-0.55194,-0.06962,-0.04709,0.98123,0.00966,-0.18674
35399906999,3.63292,-0.51398,-0.06239,-0.04631,0.98165,0.01091,-0.18465
35600906999,3.69652,-0.5091,-0.08712,-0.04669,0.98134,0.01147,-0.18615
35800907000,3.70743,-0.48709,-0.08874,-0.04942,0.98101,0.0113,-0.1872
36000909999,3.81049,-0.51142,-0.08086,-0.0445,0.98208,0.01128,-0.18278
36200907999,3.869,-0.49909,-0.08337,-0.04442,0.98218,0.01104,-0.18226
36400908000,3.84049,-0.46623,-0.07195,-0.04476,0.98256,0.01157,-0.18009
36600918000,3.89655,-0.47455,-0.08881,-0.04734,0.98188,0.01194,-0.18311
36800921999,3.79207,-0.41354,-0.0646,-0.04697,0.98269,0.01255,-0.17877
37000953000,3.82538,-0.42196,-0.08372,-0.04755,0.98206,0.01174,-0.18212
37200946999,3.83804,-0.39841,-0.0995,-0.04553,0.98201,0.01152,-0.18288
37400910000,3.84647,-0.38793,-0.10833,-0.04424,0.98214,0.01149,-0.18253
37600906000,3.86602,-0.37313,-0.11864,-0.04279,0.98232,0.01143,-0.18189
37800905999,3.88196,-0.35031,-0.1281,-0.04165,0.9827,0.01206,-0.18007
38000906000,3.92441,-0.32589,-0.14276,-0.04006,0.98298,0.01283,-0.17885
38200907000,3.94879,-0.31193,-0.16145,-0.04051,0.98314,0.01271,-0.17789
38400905999,3.97536,-0.29211,-0.1841,-0.04096,0.98297,0.01159,-0.17876
38600906999,4.01703,-0.27239,-0.23008,-0.04034,0.98293,0.0122,-0.17908
38800907000,4.04323,-0.23976,-0.24428,-0.04022,0.98294,0.01248,-0.17906
39000906999,4.04827,-0.20598,-0.25382,-0.04007,0.98298,0.01286,-0.17882
39201906999,4.04846,-0.18789,-0.2652,-0.03966,0.98295,0.01324,-0.17906
39400908000,4.06336,-0.15871,-0.28233,-0.04002,0.98278,0.01353,-0.17988
39601917999,4.05275,-0.11783,-0.2916,-0.03937,0.98278,0.01395,-0.18
39801909000,4.06359,-0.09391,-0.29865,-0.03967,0.98266,0.01351,-0.18059
40001908999,4.0659,-0.08088,-0.3036,-0.03994,0.9827,0.01313,-0.18035
40201909000,4.09616,-0.04593,-0.3188,-0.04051,0.98244,0.01286,-0.18168
40401907000,4.08009,-0.02127,-0.32203,-0.03942,0.98256,0.01219,-0.18133
40601906999,4.09616,-0.01073,-0.33846,-0.04112,0.98232,0.01167,-0.18225
